wn_synset,wn_definition,wn_ili,wn_members,wn_wd_qid
12166436-n,perennial aquatic grass of North America bearing grain used for food,i100979,wild rice|Zizania aquatica,Q15251393
12167171-n,lawn grass common in China and Japan; grown also in United States,i100983,Korean lawn grass|Japanese lawn grass|Zoysia japonica,Q15227563
12167340-n,Asiatic creeping perennial grass; introduced in southern United States as a drought-resistant lawn grass,i100984,mascarene grass|Korean velvet grass|Zoysia tenuifolia,Q3023700
12168352-n,extremely vigorous bamboo having thin-walled culms striped green and yellow; so widely cultivated that native area is uncertain,i100989,common bamboo|Bambusa vulgaris,Q3219428
12168770-n,tall grass of southern United States growing in thickets,i100991,giant cane|cane reed|Arundinaria gigantea,Q2866037
12168956-n,small cane of watery or moist areas in southern United States,i100992,small cane|switch cane|Arundinaria tecta,Q30755265
12169274-n,immense tropical southeast Asian bamboo with tough hollow culms that resemble tree trunks,i100994,giant bamboo|kyo-chiku|Dendrocalamus giganteus,Q140227
12170038-n,large bamboo having thick-walled culms; native of China and perhaps Japan; widely grown elsewhere,i100998,giant timber bamboo|madake|ku-chiku|Phyllostachys bambusoides,Q28933428
12171486-n,European sedge having small edible nutlike tubers,i101003,chufa|yellow nutgrass|earth almond|ground almond|rush nut|Cyperus esculentus,Q1165724
12172768-n,tufted sedge of temperate regions; nearly cosmopolitan,i101009,cypress sedge|Carex pseudocyperus,Q159021
12173239-n,having densely tufted white cottony or downlike glumes,i101012,common cotton grass|Eriophorum angustifolium,Q161783
12174258-n,Chinese sedge yielding edible bulb-shaped tubers,i101018,water chestnut|Chinese water chestnut|Eleocharis dulcis,Q932664
12174431-n,fine-leaved aquatic spike rush; popular as aerator for aquariums,i101019,needle spike rush|needle rush|slender spike rush|hair grass|Eleocharis acicularis,Q159148
12174631-n,cylindrical-stemmed sedge,i101020,creeping spike rush|Eleocharis palustris,Q159020
12175526-n,Polynesian screw pine,i101025,textile screw pine|lauhala|Pandanus tectorius,Q312736
12176290-n,"tall marsh plant with cylindrical seed heads that explode when mature shedding large quantities of down; its long flat leaves are used for making mats and chair seats; of North America, Europe, Asia and North Africa",i101030,cat's-tail|bullrush|bulrush|nailrod|reed mace|reedmace|Typha latifolia,Q147520
12176634-n,"reed maces of America, Europe, North Africa, Asia",i101031,lesser bullrush|narrow-leaf cattail|narrow-leaved reedmace|soft flag|Typha angustifolia,Q146572
12182942-n,perennial vine of dry parts of central and southwestern United States and Mexico having small hard mottled green inedible fruit,i101060,prairie gourd|prairie gourd vine|Missouri gourd|wild pumpkin|buffalo gourd|calabazilla|Cucurbita foetidissima,Q311136
12183796-n,white-flowered vine having thick roots and bearing small black berries; Europe to Iran,i101064,white bryony|devil's turnip|Bryonia alba,Q157980
12184582-n,an African melon,i101068,watermelon|watermelon vine|Citrullus vulgaris,Q30558042
12187310-n,the loofah climber that has cylindrical fruit,i101081,loofah|vegetable sponge|Luffa cylindrica,Q17465532
12187953-n,a tropical Old World flowering vine with red or orange warty fruit,i101085,balsam apple|Momordica balsamina,Q2672305
12188119-n,tropical Old World vine with yellow-orange fruit,i101086,balsam pear|Momordica charantia,Q428750
12191833-n,annual Old World plant with clusters of pink or white flowers; naturalized in United States,i101101,common mallow|Malva neglecta,Q153343
12192483-n,tall coarse annual of Old World tropics widely cultivated in southern United States and West Indies for its long mucilaginous green pods used as basis for soups and stews; sometimes placed in genus Hibiscus,i101104,okra|gumbo|okra plant|lady's-finger|Abelmoschus esculentus|Hibiscus esculentus,Q80531
12195698-n,perennial poppy mallow of United States southern plains states having rose-red or rose-purple flowers,i101118,fringed poppy mallow|Callirhoe digitata,Q15360249
12195887-n,hairy perennial of central United States having round deeply lobed leaves and loose panicles of large crimson-purple or cherry-red flowers,i101119,purple poppy mallow|Callirhoe involucrata,Q5741238
12196115-n,densely hairy perennial having mostly triangular basal leaves and rose-purple flowers in panicled clusters,i101120,clustered poppy mallow|Callirhoe triangulata,Q15359615
12197470-n,native tropical American plant now cultivated in the United States yielding short-staple cotton,i101126,upland cotton|Gossypium hirsutum,Q133481
12197646-n,cotton with long rough hairy fibers,i101127,Peruvian cotton|Gossypium peruvianum,Q87626490
12197972-n,shrub of southern Arizona and Mexico,i101129,wild cotton|Arizona wild cotton|Gossypium thurberi,Q5587520
12199413-n,showy shrub of salt marshes of the eastern United States having large rose-colored flowers,i101136,rose mallow|swamp mallow|common rose mallow|swamp rose mallow|Hibiscus moscheutos,Q159479
12200424-n,Asiatic shrub or small shrubby tree having showy bell-shaped rose or purple or white flowers and usually three-lobed leaves; widely cultivated in temperate North America and Europe,i101140,rose of Sharon|Hibiscus syriacus,Q157756
12201402-n,small tree or shrub of New Zealand having a profusion of axillary clusters of honey-scented paper-white flowers and whose bark is used for cordage,i101144,lacebark|ribbonwood|houhere|Hoheria populnea,Q1623958
12201869-n,a rare mallow found only in Illinois resembling the common hollyhock and having pale rose-mauve flowers; sometimes placed in genus Sphaeralcea,i101146,wild hollyhock|Iliamna remota|Sphaeralcea remota,Q15375635
12202129-n,perennial of northwestern United States and western Canada resembling a hollyhock and having white or pink flowers,i101147,mountain hollyhock|Iliamna ruvularis|Iliamna acerifolia,Q110135881
12203969-n,western Mediterranean annual having deep purple-red flowers subtended by 3 large cordate bracts,i101156,malope|Malope trifida,Q638145
12204985-n,tall coarse American herb having palmate leaves and numerous small white dioecious flowers; found wild in most alluvial soils of eastern and central United States,i101162,glade mallow|Napaea dioica,Q21977569
12205771-n,deciduous New Zealand tree whose inner bark yields a strong fiber that resembles flax and is called New Zealand cotton,i101166,ribbon tree|ribbonwood|Plagianthus regius|Plagianthus betulinus,Q16947807
12206376-n,southern and western Australian shrub with unlobed or shallowly lobed toothed leaves and purple flowers; sometimes placed in genus Hibiscus,i101169,bush hibiscus|Radyera farragei|Hibiscus farragei,Q15381586
12206869-n,tall handsome perennial herb of southeastern United States having maplelike leaves and white flowers,i101171,Virginia mallow|Sida hermaphrodita,Q2281662
12207071-n,herb widely distributed in tropics and subtropics used for forage and medicinally as a demulcent and having a fine soft bast stronger than jute; sometimes an aggressive weed,i101172,Queensland hemp|jellyleaf|Sida rhombifolia,Q3595921
12207356-n,tropical American weed having pale yellow or orange flowers naturalized in southern United States,i101173,Indian mallow|Sida spinosa,Q5394062
12207764-n,perennial purple-flowered wild mallow of western North America that is also cultivated,i101175,checkerbloom|wild hollyhock|Sidalcea malviflora,Q4418705
12209152-n,pantropical tree of usually seacoasts sometimes cultivated as an ornamental for its rounded heart-shaped leaves and showy yellow and purple flowers; yields valuable pink to dark red close-grained wood and oil from its seeds,i101182,portia tree|bendy tree|seaside mahoe|Thespesia populnea,Q715739
12212104-n,forest tree of lowland Central America having a strong very light wood; used for making floats and rafts and in crafts,i101196,balsa|Ochroma lagopus,Q50853353
12213394-n,Australian tree having hard white timber and glossy green leaves with white flowers followed by one-seeded glossy blue fruit,i101202,quandong|quandong tree|Brisbane quandong|silver quandong tree|blue fig|Elaeocarpus grandis,Q50828866
12214664-n,a fast-growing tropical American evergreen having white flowers and fleshy edible fruit; a bark yields a silky fiber used in cordage and wood is valuable for staves,i101208,Jamaican cherry|calabur tree|calabura|silk wood|silkwood|Muntingia calabura,Q1915507
12215130-n,West Indian timber tree having very hard wood,i101210,breakax|breakaxe|break-axe|Sloanea jamaicensis,Q18010233
12217044-n,north Australian tree having white flowers and broad leaves,i101219,flame tree|broad-leaved bottletree|Brachychiton australis,Q15358617
12219916-n,East Indian shrub often cultivated for its hairy leaves and orange-red flowers,i101233,nut-leaved screw tree|Helicteres isora,Q5705291
12220307-n,large tree of Australasia,i101235,red beech|brown oak|booyong|crow's foot|stave wood|silky elm|Heritiera trifoliolata|Terrietia trifoliolata,Q17574079
12220499-n,large evergreen tree of India and Burma whose leaves are silvery beneath,i101236,looking glass tree|Heritiera macrophylla,Q15373470
12220660-n,small tree of coastal regions of Old World tropics whose leaves are silvery beneath,i101237,looking-glass plant|Heritiera littoralis,Q2574713
12221021-n,African shrub having decumbent stems and slender yellow honey-scented flowers either solitary or in pairs,i101239,honey bell|honeybells|Hermannia verticillata|Mahernia verticillata,Q110131202
12221422-n,Indian tree having fragrant nocturnal white flowers and yielding a reddish wood used for planking; often grown as an ornamental or shade tree,i101241,mayeng|maple-leaved bayur|Pterospermum acerifolium,Q33221
12221848-n,Australian timber tree,i101243,silver tree|Tarrietia argyrodendron,Q110120647
12224046-n,large American shade tree with large dark green leaves and rounded crown,i101253,American basswood|American lime|Tilia americana,Q163981
12225621-n,drought-resistant Asiatic treelike shrub bearing pleasantly acid small red edible fruits commonly used in sherbets,i101262,phalsa|Grewia asiatica,Q1998501
12235727-n,Australian shrub whose flowers yield honey copiously,i101276,honeyflower|honey-flower|Protea mellifera|Protea repens,Q50847755
12236341-n,shrubby tree with silky foliage and spikes of cylindrical yellow nectarous flowers,i101279,honeysuckle|Australian honeysuckle|coast banksia|Banksia integrifolia,Q1999614
12239385-n,tall straggling shrub with large globose crimson-yellow flowers; western Australia,i101294,cushion flower|pincushion hakea|Hakea laurina,Q2705988
12239582-n,large bushy shrub with pungent pointed leaves and creamy white flowers; central and eastern Australia,i101295,needlewood|needle-wood|needle wood|Hakea leucoptera,Q16982618
12241885-n,medium-sized tree of eastern Australia having creamy-white flowers,i101307,Macadamia integrifolia,Q311178
12242039-n,small Australian tree with racemes of pink flowers; widely cultivated (especially in Hawaii) for its sweet edible nuts,i101308,macadamia nut|macadamia nut tree|Macadamia ternifolia,Q12176904
